what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1334595478564
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1334595478574
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1334595478574
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1334595478584
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1334595478584
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1334595478627
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1334595478628
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1334595478630
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1334595478631
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1334595478633
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1334595478634
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1334595478636
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1334595478636
os,sysinfo,,,"win32",1334595478636
arch,sysinfo,,,"x86_64",1334595478636
ws,sysinfo,,,"win32",1334595478636
locale,sysinfo,,,"en_US",1334595478636
processors,sysinfo,,,"2",1334595478636
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1334595478636
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1334595478636
java.specification.name,sysinfo,,,"Java Platform API Specification",1334595478636
java.specification.vendor,sysinfo,,,"Oracle Corporation",1334595478636
java.specification.version,sysinfo,,,"1.7",1334595478636
java.vendor,sysinfo,,,"Oracle Corporation",1334595478636
java.version,sysinfo,,,"1.7.0_02",1334595478636
java.vm.info,sysinfo,,,"mixed mode",1334595478636
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1334595478636
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1334595478636
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1334595478636
java.vm.specification.version,sysinfo,,,"1.7",1334595478636
java.vm.vendor,sysinfo,,,"Oracle Corporation",1334595478636
java.vm.version,sysinfo,,,"22.0-b10",1334595478636
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1334595478880
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1334595478933
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1334595478982
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1334595478996
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1334595480342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334595481278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334595509519
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334595511632
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334595520126
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334595520338
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1334595520478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334595703616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334595743136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334597545566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334602460093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334602460132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334602460184
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1334602473690
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334602484437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334608846457
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334608847129
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334608847331
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334608847331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334608850119
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612217964
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334612220986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612227600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612256576
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1334612256626
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1334612268950
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1334612268990
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334612276148
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334612277310
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334612277492
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1334612284632
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334612316920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612321334
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612343247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1334612343312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612376019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612395227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612407954
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612432466
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1334612436642
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1334612437184
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1334612440026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612441688
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612441771
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1334612441820
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612446413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612460261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334612473309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334629257052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334629259352
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334629261377
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334629262710
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1334629266846
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1334629266872
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1334629266911
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1334629266981
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1334629267002
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1334629267080
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1334629267098
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1334629267098
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1334629267133
stopped,bundle,gov.sandia.jess.debug,7.0.0,"gov.sandia.jess.debug",1334629267158
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1334629267158
stopped,bundle,gov.sandia.jess.reteview,7.0.0,"gov.sandia.jess.reteview",1334629267180
stopped,bundle,gov.sandia.jess.editor,7.0.0,"gov.sandia.jess.editor",1334629267199
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1334629269614
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1334629269824
